Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time,Year,Month,Day,Max Temp (°C),Min Temp (°C),Mean Temp (°C),Heat Deg Days (°C),Cool Deg Days (°C),Total Rain (mm),Total Snow (cm),Total Precip (mm),Snow on Grnd (cm),DownloadYear,Date,Precip_Last_Day,Mean_Temp_Last_Day,Precip_3day_sum,Total_Rain_3day_sum,Total_Snow_3day_sum,Precip_7day_sum,Total_Rain_7day_sum,Total_Snow_7day_sum,Day_of_Year,Month_of_Year,Day_of_Year_sin,Day_of_Year_cos,Month_of_Year_sin,Month_of_Year_cos,Next_Day_Precip,Flood_Event_Imminent
-79.4,43.67,TORONTO CITY,6158355,2020-12-18,2020,12,18,0.4,-7.0,-3.3,21.3,0.0,0.0,0.0,0.0,0.0,2020,2020-12-18,0.1,-5.0,0.5,0.0,0.0,9.600000000000014,0.0,0.0,353,12,-0.20917350564635642,0.9778785428342387,-2.4492935982947064e-16,1.0,2.1,0
-79.4,43.67,TORONTO CITY,6158355,2020-12-19,2020,12,19,3.0,0.3,1.7,16.3,0.0,0.0,0.0,2.1,0.0,2020,2020-12-19,0.0,-3.3,0.4,0.0,0.0,9.600000000000014,0.0,0.0,354,12,-0.19232150523909486,0.9813319716704276,-2.4492935982947064e-16,1.0,1.1,0
-79.4,43.67,TORONTO CITY,6158355,2020-12-20,2020,12,20,5.3,1.5,3.4,14.6,0.0,0.0,0.0,1.1,0.0,2020,2020-12-20,2.1,1.7,2.2,0.0,0.0,2.7000000000000144,0.0,0.0,355,12,-0.17541259380427845,0.9844950085880858,-2.4492935982947064e-16,1.0,0.2,0
-79.4,43.67,TORONTO CITY,6158355,2020-12-21,2020,12,21,4.6,0.2,2.4,15.6,0.0,0.0,0.0,0.2,0.0,2020,2020-12-21,1.1,3.4,3.2,0.0,0.0,3.8000000000000145,0.0,0.0,356,12,-0.15845177496083634,0.9873667175937014,-2.4492935982947064e-16,1.0,0.0,0
-79.4,43.67,TORONTO CITY,6158355,2020-12-22,2020,12,22,4.1,0.5,2.3,15.7,0.0,0.0,0.0,0.0,0.0,2020,2020-12-22,0.2,2.4,3.4000000000000004,0.0,0.0,3.9000000000000146,0.0,0.0,357,12,-0.14144406768794204,0.9899462489023778,-2.4492935982947064e-16,1.0,0.8,0
-79.4,43.67,TORONTO CITY,6158355,2020-12-23,2020,12,23,8.2,1.7,5.0,13.0,0.0,0.0,0.0,0.8,0.0,2020,2020-12-23,0.0,2.3,1.3,0.0,0.0,3.8000000000000145,0.0,0.0,358,12,-0.1243945048398,0.9922328391893006,-2.4492935982947064e-16,1.0,12.2,1
-79.4,43.67,TORONTO CITY,6158355,2020-12-24,2020,12,24,9.5,-2.2,3.7,14.3,0.0,0.0,0.0,12.2,0.0,2020,2020-12-24,0.8,5.0,1.0,0.0,0.0,4.300000000000015,0.0,0.0,359,12,-0.10730813165636248,0.9942258118156159,-2.4492935982947064e-16,1.0,5.1,0
-79.4,43.67,TORONTO CITY,6158355,2020-12-25,2020,12,25,0.2,-4.7,-2.2,20.2,0.0,0.0,0.0,5.1,4.0,2020,2020-12-25,12.2,3.7,13.0,0.0,0.0,16.400000000000013,0.0,0.0,360,12,-0.09019000427034514,0.9959245770286598,-2.4492935982947064e-16,1.0,1.0,0
-79.4,43.67,TORONTO CITY,6158355,2020-12-26,2020,12,26,-1.4,-4.6,-3.0,21.0,0.0,0.0,0.0,1.0,4.0,2020,2020-12-26,5.1,-2.2,18.1,0.0,0.0,21.500000000000014,0.0,0.0,361,12,-0.07304518821104744,0.997328632136475,-2.4492935982947064e-16,1.0,0.5,0
-79.4,43.67,TORONTO CITY,6158355,2020-12-27,2020,12,27,4.7,-2.6,1.1,16.9,0.0,0.0,0.0,0.5,3.0,2020,2020-12-27,1.0,-3.0,18.299999999999997,0.0,0.0,20.400000000000013,0.0,0.0,362,12,-0.05587875690537313,0.9984375616565667,-2.4492935982947064e-16,1.0,3.4,0
-79.4,43.67,TORONTO CITY,6158355,2020-12-28,2020,12,28,5.2,-1.9,1.7,16.3,0.0,0.0,0.0,3.4,0.0,2020,2020-12-28,0.5,1.1,6.6,0.0,0.0,19.800000000000015,0.0,0.0,363,12,-0.03869579017652689,0.9992510374388482,-2.4492935982947064e-16,1.0,0.0,0
-79.4,43.67,TORONTO CITY,6158355,2020-12-29,2020,12,29,-0.5,-4.0,-2.3,20.3,0.0,0.0,0.0,0.0,0.0,2020,2020-12-29,3.4,1.7,4.9,0.0,0.0,23.00000000000001,0.0,0.0,364,12,-0.021501372740813793,0.9997688187627483,-2.4492935982947064e-16,1.0,5.9,0
-79.4,43.67,TORONTO CITY,6158355,2020-12-30,2020,12,30,5.6,-2.3,1.7,16.3,0.0,0.0,0.0,5.9,0.0,2020,2020-12-30,0.0,-2.3,3.9,0.0,0.0,23.00000000000001,0.0,0.0,365,12,-0.004300592702981974,0.9999907524084427,-2.4492935982947064e-16,1.0,0.0,0
